Image_Path,Classes
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4848.jpg,"['horse', 'ladder', 'hat', 'pole', 'umbrella']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4861.jpg,"['hat', 'boot', 'dress', 'wheel', 'necktie', 'wheel', 'wheel', 'hat', 'wheel', 'boot', 'hat', 'wheel', 'trousers', 'trousers', 'bracelet']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4044.jpg,"['dress', 'necklace', 'dress', 'tank_top_(clothing)', 'clock', 'ring']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.250-IMAGE.1.jpg,"['button', 'button', 'button', 'bow-tie', 'button', 'belt', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.907-IMAGE.1.jpg,"['button', 'button', 'button', 'button', 'button', 'button', 'button', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.941-IMAGE.1.jpg,"['button', 'mirror', 'necktie', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.600-IMAGE.1.jpg,"['coat', 'signboard', 'coat', 'hat', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.116-IMAGE.1.jpg,"['button', 'button', 'button', 'button', 'button', 'button', 'button', 'button', 'button', 'button', 'award', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.392-IMAGE.1.jpg,"['necktie', 'button', 'shirt']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4026.jpg,"['horse', 'strap', 'horse', 'horse', 'umbrella', 'baby', 'stirrup', 'boot', 'wheel', 'hat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.718-IMAGE.1.jpg,"['telephone_pole', 'coat', 'telephone_pole', 'coat', 'coat', 'trousers', 'coat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.34-IMAGE.1.jpg,"['necktie', 'dress', 'dress', 'dress', 'chair', 'bow-tie', 'dress', 'basket']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.113-IMAGE.1.jpg,"['button', 'button', 'button', 'necktie', 'button', 'bow-tie', 'button', 'button', 'necktie', 'button', 'button', 'painting', 'bow-tie', 'necktie', 'spectacles']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4860.jpg,"['zebra', 'trash_can', 'costume']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4070.jpg,"['boot', 'boot', 'boot', 'camera', 'coat', 'hat', 'hat', 'jacket', 'necktie', 'boot']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.393-IMAGE.1.jpg,['necktie']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.433-IMAGE.1.jpg,['necktie']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.823-IMAGE.1.jpg,"['dress', 'boot', 'skirt', 'boot', 'dress']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.36-IMAGE.1.jpg,"['wheel', 'wheel', 'wheel', 'wheel', 'wheel', 'wagon', 'coat', 'hat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.588-IMAGE.1.jpg,"['sweater', 'dress']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.517-IMAGE.1.jpg,"['necktie', 'necktie', 'necklace', 'necktie', 'curtain', 'boot', 'boot', 'curtain', 'button', 'coat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.65-IMAGE.1.jpg,"['button', 'button', 'button', 'button', 'button', 'button', 'button', 'button', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.394-IMAGE.1.jpg,"['button', 'button', 'button', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.743-IMAGE.1.jpg,"['necklace', 'baby']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.637-IMAGE.1.jpg,['signboard']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.572-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.165-IMAGE.1.jpg,['overalls_(clothing)']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.498-IMAGE.1.jpg,"['button', 'button', 'button', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.625-IMAGE.1.jpg,"['dress', 'dress', 'skirt', 'dress', 'sweater', 'hat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.92-IMAGE.1.jpg,"['necktie', 'necktie', 'necktie', 'trousers', 'poster', 'necklace']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.253-IMAGE.1.jpg,"['dress', 'vase', 'dress', 'dress', 'vase', 'curtain', 'vase', 'dress', 'tablecloth', 'dress', 'dress', 'vase', 'microphone', 'suit_(clothing)', 'curtain', 'dress', 'dress', 'skirt']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.271-IMAGE.1.jpg,"['necklace', 'necklace']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.481-IMAGE.1.jpg,"['necktie', 'drawer', 'button', 'curtain', 'button', 'curtain', 'button', 'necktie', 'necktie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.1139.jpg,"['chair', 'belt', 'chair', 'boot']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.243-IMAGE.1.jpg,"['boot', 'scarf', 'scarf', 'boot', 'scarf', 'veil', 'boot', 'dress', 'sweater', 'dress', 'hat', 'scarf', 'boot']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.947-IMAGE.1.jpg,"['handbag', 'baby', 'jean', 'baby', 'jacket', 'car_(automobile)', 'backpack']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.238-IMAGE.1.jpg,"['dress', 'necklace', 'earring']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.93-IMAGE.1.jpg,"['belt_buckle', 'belt']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.27-IMAGE.1.jpg,['necklace']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.444-IMAGE.1.jpg,"['ring', 'button', 'button', 'button', 'button', 'headband', 'coat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.563-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.1016-IMAGE.1.jpg,"['button', 'button', 'dress', 'boot', 'book', 'dress', 'shoe']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.410-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.950-IMAGE.1.jpg,"['button', 'button', 'necktie', 'bow-tie', 'necktie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.624-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.775-IMAGE.1.jpg,"['weathervane', 'weathervane']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.758-IMAGE.1.jpg,"['cow', 'cow', 'cow']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4150.jpg,"['bird', 'dress', 'piano', 'statue_(sculpture)']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.708-IMAGE.1.jpg,"['umbrella', 'umbrella', 'baby', 'coat', 'skateboard', 'baby', 'coat', 'curtain', 'baby', 'coat', 'coat', 'coat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4887.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.822-IMAGE.1.jpg,"['necklace', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.427-IMAGE.1.jpg,"['dress', 'coat', 'hat', 'baby']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4867.jpg,"['horse', 'hat', 'necklace', 'handbag', 'boot']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.349-IMAGE.1.jpg,"['vase', 'dress', 'boot', 'ring', 'boot', 'ring', 'ring', 'flower_arrangement']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.50-IMAGE.1.jpg,"['button', 'statue_(sculpture)']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.493-IMAGE.1.jpg,"['button', 'button', 'button', 'button', 'button', 'button', 'button', 'button', 'necktie', 'button', 'button', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.473-IMAGE.1.jpg,"['button', 'button', 'button', 'necktie', 'ski_pole', 'button', 'cowboy_hat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.900-IMAGE.1.jpg,"['button', 'necktie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.784-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.500-IMAGE.1.jpg,"['button', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4016.jpg,"['signboard', 'signboard', 'pipe']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.499-IMAGE.1.jpg,"['button', 'bouquet', 'button', 'flower_arrangement', 'dress', 'bridal_gown']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.181-IMAGE.1.jpg,"['horse', 'elephant', 'horse', 'horse', 'cow', 'elephant', 'cow', 'cow', 'elephant', 'horse', 'hat', 'elephant', 'horse', 'horse', 'horse']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.150-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.795-IMAGE.1.jpg,"['boot', 'coat', 'bucket', 'boot', 'boot', 'coat', 'coat', 'boot', 'coat', 'coat', 'boot', 'coat', 'coat', 'coat', 'boot', 'boot', 'boot', 'coat', 'coat', 'boot', 'baby']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.650-IMAGE.1.jpg,"['skirt', 'dress', 'skirt', 'curtain', 'dress', 'dress', 'curtain', 'dress', 'dress', 'skirt', 'dress', 'dress', 'dress', 'necktie', 'dress', 'skirt', 'dress', 'dress', 'coat', 'coat', 'dress', 'dress', 'skirt']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.153-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.613-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.569-IMAGE.1.jpg,"['button', 'button', 'button', 'button', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.577-IMAGE.1.jpg,['necktie']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.560-IMAGE.1.jpg,"['dress', 'button', 'dress', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.561-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.386-IMAGE.1.jpg,['necktie']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.373-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.368-IMAGE.1.jpg,"['button', 'button', 'scarf', 'dress', 'bandage']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.1025-IMAGE.1.jpg,"['bow-tie', 'knob', 'button', 'curtain', 'knob', 'knob', 'cabinet']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.965-IMAGE.1.jpg,"['button', 'boot', 'coat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.486-IMAGE.1.jpg,['bandanna']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.1002-IMAGE.1.jpg,"['dress', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.3254.jpg,"['book', 'book', 'book', 'book', 'tag', 'hat', 'book', 'poster', 'button', 'hat', 'umbrella', 'book', 'postcard', 'book']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.201-IMAGE.1.jpg,"['necktie', 'button', 'shirt']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4873.jpg,"['sweater', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.914-IMAGE.1.jpg,['lanyard']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.586-IMAGE.1.jpg,"['baseball_bat', 'hat', 'shoe', 'shoe', 'trousers']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.899-IMAGE.1.jpg,"['necktie', 'boot']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.591-IMAGE.1.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.227-IMAGE.1.jpg,"['dress', 'skirt']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.191-IMAGE.1.jpg,"['sandal_(type_of_shoe)', 'walking_cane', 'sandal_(type_of_shoe)', 'trousers', 'glove', 'hat', 'flip-flop_(sandal)']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.43-IMAGE.1.jpg,"['boot', 'boot', 'boot', 'boot', 'hat', 'horse', 'horse', 'coat', 'coat', 'cow', 'hat', 'walking_stick', 'baby', 'hat', 'hat']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.706-IMAGE.1.jpg,"['necktie', 'dress', 'hat', 'necktie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.396-IMAGE.1.jpg,"['button', 'button', 'button', 'button', 'button', 'button', 'button', 'button', 'button', 'tripod', 'button', 'coat', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4893.jpg,[]
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.107-IMAGE.1.jpg,"['glove', 'jacket', 'baby']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.753-IMAGE.1.jpg,['bench']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.503-IMAGE.1.jpg,"['scarf', 'button', 'hat', 'dress', 'button', 'button', 'button', 'button', 'dress', 'necklace', 'scarf', 'button', 'button', 'necktie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.1007-IMAGE.1.jpg,"['dress', 'watch', 'headband']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.3264.jpg,"['coat', 'coat', 'boot', 'dress', 'coat', 'dress', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat', 'coat', 'hat', 'dress', 'coat', 'baseball_cap']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.4045.jpg,"['tinsel', 'umbrella']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.266-IMAGE.1.jpg,"['button', 'button', 'necktie']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.363-IMAGE.1.jpg,"['boot', 'belt']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.422-IMAGE.1.jpg,['spectacles']
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.380-IMAGE.1.jpg,"['button', 'button', 'button', 'button']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/vase.852-IMAGE.1.jpg,"['bed', 'tiara', 'boot', 'bridal_gown', 'shower_curtain']"
/home/suzana/Dokumente/uni/0_MA/MA/data/datasets/keywords/500/other/siba.3029.jpg,['necklace']
